,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,case_vignette,choice_1,choice_2,choice_3,choice_4,answer,category,dataset,case_id,case_type
10,12,12,12,"A 7-YEAR-OLD HEALTHY BOY IS BROUGHT TO THE DERMATOLOGY CLINIC BY HIS PARENTS AFTER HAVING HAD A 3-WEEK HISTORY OF A RASH. THE PATIENT’S RASH WAS SLIGHTLY PRURITIC, AND IT INVOLVED PREDOMINANTLY THE TRUNK, STARTING AS ONE LARGER PINK PATCH WITH FINE SCALE AND SUBSEQUENTLY SPREADING WITH SMALLER SIMILAR MACULES AND PATCHES. THE BOY’S PALMS AND SOLES WERE SPARED OF THE RASH.",Pityriasis rosea,Secondary syphilis,Guttate psoriasis,Small plaque parapsoriasis,Pityriasis rosea,Dermatology,dermatology_public,case_12,ungendered
11,13,13,13,"A 24-YEAR-OLD CAUCASIAN WOMAN PRESENTED WITH INTERMITTENT, INFLAMMATORY PAPULOPUSTULES AND NODULES ON THE FACE, NECK, CHEST, AND BACK. THE LESIONS WOULD APPEAR 1 WEEK PREMENSTRUALLY AND RESOLVE 1 WEEK POSTMENSTRUALLY WITH NORMAL MENSTRUAL CYCLES. SHE HAS A HISTORY OF ADOLESCENT ACNE THAT IS ONLY RESPONSIVE TO ISOTRETINOIN 6 YEARS AGO. EXAMINATION REVEALED SCARRING AND POSTINFLAMMATORY HYPERPIGMENTATION DIFFUSELY ON HER FACE.",Rosacea,Acne vulgaris,Acanthosis nigricans,Alopecia,Acne vulgaris,Dermatology,dermatology_public,case_13,ungendered
12,14,14,14,"A 15-MONTH-OLD BOY PRESENTS WITH A HISTORY OF SKIN BLISTERING SINCE BIRTH, PRIMARILY ON HIS HANDS, FEET, AND THE PERIORAL FACE. BLISTERS AND EROSIONS ALSO INVOLVE THE TRUNK, SOME IN AN ANNULAR CONFIGURATION. THERE IS NO FAMILY HISTORY OF NEONATAL BLISTERING OR SKIN FRAGILITY. OVER TIME, THE PATIENT HAS HAD A DECREASED NUMBER OF NEW VESICLES AND BULLAE ASSOCIATED WITH TRAUMA AND FRICTION BUT HAS DEVELOPED THICKER SKIN ON THE SOLES OF THE FEET AND DYSTROPHIC NAILS.",Severe recessive dystrophic EB,Junctional EB,Sweet syndrome,EBS-Dowling Meara,EBS-Dowling Meara,Dermatology,dermatology_public,case_14,ungendered
13,16,16,16,"A 37-YEAR-OLD MAN WITHOUT A SIGNIFICANT PAST MEDICAL HISTORY PRESENTS TO THE DERMATOLOGY CLINIC WITH AN ITCHY RASH ON HIS RIGHT HAND THAT HE HAS HAD FOR ABOUT 4 MONTHS. HE HAD TRIED NUMEROUS OVER-THE-COUNTER HAND CREAMS AND HYDROCORTISONE CREAM WITH NO IMPROVEMENT. ADDITIONAL QUESTIONING REVEALED A 1-YEAR-HISTORY OF DRY, ITCHY FEET. AS A CONSTRUCTION WORKER, HE WEARS OCCLUSIVE, STEEL-TOED WORK BOOTS AND OFTEN WEARS GLOVES. HE IS ALSO RIGHT-HANDED. EXAMINATION OF HIS HANDS REVEALS A NORMAL LEFT HAND AND A SCALY RIGHT PALM. DIFFUSE, FINE, DRY WHITE SCALE WAS PRESENT ON THE PLANTAR ASPECT OF BOTH FEET.",Keratolysis exfoliativa,Dyshidrotic eczema,Palmar plantar pustulosis,Tinea,Tinea,Dermatology,dermatology_public,case_16,ungendered
14,17,17,17,"THE PATIENT IS A 46-YEAR-OLD WOMAN WHO PRESENTS AT YOUR PRIMARY CARE OFFICE FOR AN EXAMINATION WITH A SINGLE LESION THAT APPEARS ON HER LEFT ARM. DURING THE EXAMINATION, IT IS REVEALED THAT THE PATIENT HAS A LARGE SCLEROTIC, INDURATED, HYPERPIGMENTED, ANHIDROTIC, AND HAIRLESS PLAQUE ON THE RIGHT DORSAL FOREARM. THE PATIENT STATES THAT THESE LESIONS HAD PREVIOUSLY BEEN SLIGHTLY PINK FOR SEVERAL MONTHS BEFORE THEY HAD TURNED BROWN IN COLOR AND HAD BECOME “HARD.” THE PATIENT HAS TYPE 2 DIABETES, BUT SHE HAS NO OTHER MEDICAL PROBLEMS. IN ADDITION, SHE HAS NO RELEVANT SOCIAL OR FAMILY HISTORY.",Scleroderma (systemic sclerosis),Morphea,Lichen sclerosus,Lipodermatosclerosis,Morphea,Dermatology,dermatology_public,case_17,ungendered
15,19,19,19,"THE PATIENT IS A 21-YEAR-OLD MALE WHO PRESENTS FOR CONTINUED ACNE THERAPY. HE HAS HAD SEVERE ACNE ON HIS FACE, CHEST, AND BACK FOR YEARS. HE IS HAPPY WITH HIS CURRENT ACNE REGIMEN OF TOPICAL TRETINOIN, TOPICAL CLINDAMYCIN, AND ORAL MINOCYCLINE. HE HAS BEEN ON THE REGIMEN FOR YEARS. ON EXAMINATION, YOU NOTICE SIGNIFICANT BLUE-BLACK DISCOLORATION CONFINED TO SITES OF PREVIOUS ACNE SCARS. THE PATIENT HAS NO OTHER MEDICAL PROBLEMS AND NO RELEVANT SOCIAL OR FAMILY HISTORY.",Type I minocycline hyperpigmentation,Type II minocycline hyperpigmentation,Immunobullous disease,Type III minocycline hyperpigmentation,Type I minocycline hyperpigmentation,Dermatology,dermatology_public,case_19,ungendered
16,20,20,20,"A 53-YEAR-OLD WOMAN PRESENTS WITH A RASH ON HER LEFT LOWER EXTREMITY THAT HAS BEEN PRESENT FOR SEVERAL WEEKS. THE PATIENT IS A NATIVE OF BRAZIL AND IMMIGRATED TO THE UNITED STATES IN THE PAST MONTH. SHE STATES THAT THE RASH IS PAINLESS AND DOES NOT ITCH. ON EXAMINATION, THE PATIENT HAS MULTIPLE, RAISED, HYPERPIGMENTED PAPULES ON THE LEFT LOWER EXTREMITY. THERE IS A LARGE, ATROPHIC, HYPOPIGMENTED PATCH ON HER LOWER SHIN, AT THE SITE OF A PREVIOUS LARGE ULCER. THE SUPERIOR LESION IS THE NEWEST, AND IS BEGINNING TO ULCERATE. SHE HAS NO OTHER MEDICAL PROBLEMS.",Myiasis,Pyoderma,Foreign body granuloma,Cutaneous leishmaniasis,Cutaneous leishmaniasis,Dermatology,dermatology_public,case_20,ungendered
17,21,21,21,"A 6-MONTH-OLD INFANT PRESENTS WITH 2 WEEKS DURATION OF ERYTHEMATOUS PAPULES ON THE SOLES OF BOTH FEET AND IN THE TOE WEB SPACES. ON EXAMINATION, A SINGLE BURROW IS VISIBLE ON THE LEFT SOLE. MULTIPLE FAMILY MEMBERS ALSO COMPLAIN OF A PRURITIC RASH THAT HAS BEEN BOTHERING THEM FOR SEVERAL MONTHS. THE FAMILY MEMBERS HAVE TRIED MULTIPLE OVER-THE-COUNTER CREAMS AND REMEDIES WITHOUT SUCCESS. THE PATIENT HAS NO OTHER MEDICAL PROBLEMS OR RELEVANT FAMILY HISTORY.",Eczema,Scabies,Allergic contact dermatitis,Localized pruritus,Scabies,Dermatology,dermatology_public,case_21,ungendered
18,22,22,22,"A 42-YEAR-OLD MAN PRESENTS WITH A FOUR-DAY HISTORY OF EXPERIENCING HEADACHE, MALAISE, AND STABBING RIGHT-SIDED HEADACHE. TWO DAYS AFTER HIS INITIAL SYMPTOMS APPEARED, HE DEVELOPED A RASH OVER THE AREA OF PAIN. HE REPORTS THAT HE WENT HIKING THROUGH THE TEXAS HILL COUNTRY PRIOR TO BECOMING ILL. THE PATIENT IS OTHERWISE IN GOOD HEALTH AND HAS AN UNREMARKABLE MEDICAL HISTORY. PHYSICAL EXAMINATION REVEALS UNILATERAL ERYTHEMATOUS, THIN, RAISED PLAQUES OVER THE RIGHT FOREHEAD. IN ADDITION, HE HAS NO RELEVANT SOCIAL OR FAMILY HISTORY.",Zosteriform herpes simplex,Contact dermatitis,Herpes zoster,Scabies,Herpes zoster,Dermatology,dermatology_public,case_22,ungendered
19,24,24,24,"A 1-YEAR-OLD BOY PRESENTS WITH A SINGLE, L-SHAPED, YELLOW-ORANGE HAIRLESS PATCH OVER THE LEFT PREAURICULAR SKIN. THE PATIENT’S MOTHER NOTES THAT HE HAS NEVER GROWN HAIR IN THAT LOCATION. THE MOTHER IS CONCERNED BECAUSE THE AREA USED TO BE SMOOTH, BUT SEEMS TO BE CHANGING. THE PATIENT HAS A HISTORY OF PREMATURITY AND LOW BIRTHWEIGHT BUT IS OTHERWISE HEALTHY. THE PATIENT HAS NO RELEVANT SOCIAL OR FAMILY HISTORY.",Juvenile xanthogranuloma,Epidermal nevus,Syringocystadenoma papilliferum.,Nevus sebaceous,Nevus sebaceous,Dermatology,dermatology_public,case_24,ungendered
20,25,25,25,"AN 8-YEAR-OLD AFRICAN-AMERICAN BOY PRESENTS WITH A 3-DAY HISTORY OF FEVER, PAIN, AND A RASH ON HIS TRUNK. ON EXAMINATION, THE PATIENT HAS SEVERAL FRAGILE, BULLOUS LESIONS ON HIS TRUNK, MANY OF WHICH HAVE ERODED, EXPOSING ERYTHEMATOUS, ANNULAR LESIONS. THE PATIENT IS FEBRILE AND SHAKING IN THE OFFICE, AND HE APPEARS TO BE IN PAIN. HE HAS NO OTHER RELEVANT SOCIAL OR FAMILY HISTORY AND DOES NOT TAKE ANY MEDICATIONS. HIS MOTHER IS VERY CONCERNED ABOUT HER SON.",Bullous erythema multiforme,Stevens-Johnson syndrome,Bullous impetigo,Autoimmune bullous dermatoses,Bullous impetigo,Dermatology,dermatology_public,case_25,ungendered
21,26,26,26,"A 13-YEAR-OLD BOY PRESENTS TO THE DERMATOLOGY CLINIC CONCERNED ABOUT THE DEVELOPMENT OF RED, ITCHY, AND SOMETIMES PAINFUL BUMPS ON HIS FINGERS. HE FIRST NOTED SEEING THE LESIONS 2 MONTHS PRIOR, IN EARLY DECEMBER. ALTHOUGH THE INITIAL LESIONS HAVE SINCE RESOLVED, NEW LESIONS APPEARED AFTER A SKIING TRIP THE PREVIOUS WEEKEND. THE PATIENT IS OTHERWISE HEALTHY, WITH NO SIGNIFICANT PAST MEDICAL HISTORY, AND HE DOES NOT TAKE ANY MEDICATIONS. PHYSICAL EXAMINATION REVEALS ERYTHEMATOUS, TENDER PAPULES ON THE LATERAL AND DORSAL ASPECTS OF THE DISTAL FINGERS.",Raynaud disease,"Cryoglobulinemia,",Perniosis,Chronic myelomonocytic leukemia,Perniosis,Dermatology,dermatology_public,case_26,ungendered
22,29,29,29,"A 72-YEAR-OLD MAN PRESENTS TO THE CLINIC WITH AN INTENSELY ITCHY RASH ON HIS ABDOMEN AND CHEST THAT APPEARED 2 MONTHS PRIOR. HE DENIES STARTING ANY NEW MEDICATIONS PRIOR TO THE ONSET OF THE ERUPTION AND ANY SYSTEMIC SYMPTOMS. ALTHOUGH HE TRAVELED AND STAYED IN HOTELS RECENTLY, HE REPORTS THAT HIS WIFE DOES NOT EXHIBIT ANY SIMILAR SYMPTOMS. PHYSICAL EXAMINATION REVEALS NUMEROUS DISCRETE PAPULES, CRUSTED PAPULES, AND PAPULOVESICLES ON THE CHEST, ABDOMEN, AND MID-BACK. HIS UPPER AND LOWER EXTREMITIES, FACE, AND GROIN ARE UNAFFECTED.",Grover disease,Scabies,Bullous pemphigoid,Pemphigus vulgaris,Grover disease,Dermatology,dermatology_public,case_29,ungendered
23,30,30,30,"THE PATIENT IS A 38-YEAR-OLD HISPANIC WOMAN WHO PRESENTS WITH A 1-YEAR HISTORY OF A VERY PRURITIC RASH OVER HER INTERSCAPULAR AREA. ON EXAMINATION, SHE HAS A CIRCULAR AREA OF SLIGHTLY HYPERPIGMENTED MACULES IN THE INTERSCAPULAR REGION. THE PATIENT COMPLAINS OF PRURITUS BUT NO PAIN IN THE AREA OF THE RASH. THE PATIENT HAS NO OTHER MEDICAL PROBLEMS AND HAS NO SYSTEMIC SYMPTOMS. SHE HAS NO RELEVANT SOCIAL OR FAMILY HISTORY AND DOES NOT TAKE ANY MEDICATIONS.",Macular amyloidosis,Lichen amyloidosis,Prurigo nodularis,Paresthetica,Macular amyloidosis,Dermatology,dermatology_public,case_30,ungendered
24,33,33,33,"ON DAY-OF-LIFE 2, A 3-DAY-OLD BOY WHO WAS BORN WITH NO VISIBLE SKIN PROBLEMS BEGINS TO DEVELOP EROSIONS AND BULLAE OVER BOTH THE PALMAR AND PLANTAR SURFACES. THESE BULLAE ARE LOCALIZED TO AREAS OF FRICTION OR TRAUMA (EG, WHERE ELECTROCARDIOGRAM LEADS WERE PLACED). THE MOTHER’S PREGNANCY WAS NORMAL, AND THE INFANT HAD BEEN BORN WITHOUT COMPLICATIONS. ASIDE FROM THE DEVELOPMENT OF BULLAE, THE INFANT HAS NO EVIDENCE OF ANY OTHER MEDICAL PROBLEMS. THE INFANT’S PARENTS ARE HEALTHY AND HAVE NO MEDICAL PROBLEMS. NO ONE IN THE INFANT’S FAMILY HAS HAD SIMILAR DERMATOLOGIC FINDINGS.",Staphylococcal infection,Herpes,Epidermolysis bullosa,Bullous impetigo,Epidermolysis bullosa,Dermatology,dermatology_public,case_33,ungendered
25,35,35,35,"A 79-YEAR-OLD WHITE MAN WITH AN EXTENSIVE HISTORY OF NONMELANOMA SKIN CANCER PRESENTS FOR A ROUTINE SKIN EXAMINATION. DURING HIS VISIT, HE ASKS TO HAVE A GROIN RASH CHECKED. FOR 1 TO 2 YEARS, HE HAS BEEN USING OVER-THE-COUNTER AND PRESCRIPTION ANTIFUNGAL AND ANTIBIOTIC CREAMS FOR A PRESUMED “JOCK ITCH.” RECENTLY, HE HAS DEVELOPED MORE DISCOMFORT AND REPORTS EPISODIC, PROFUSE BLEEDING FROM THE AREA. EXAMINATION REVEALS A LARGE ERYTHEMATOUS, ERODED PLAQUE ON THE POSTERIOR RIGHT SCROTUM EXTENDING ANTERIORLY TO THE RIGHT UPPER THIGH. A NODULE IS PRESENT WITHIN THE PLAQUE. THE LEFT SCROTUM IS MINIMALLY INVOLVED, AND THERE IS NO ADENOPATHY.",Squamous cell carcinoma in situ,Extramammary Paget disease,Langerhans cell histiocytosis,Amelanotic melanoma,Extramammary Paget disease,Dermatology,dermatology_public,case_35,ungendered
26,36,36,36,"A 61-YEAR-OLD WOMAN PRESENTS CONCERNED ABOUT A WHITE DISCOLORATION ON HER LEFT BREAST THAT SHE FIRST NOTICED 6 MONTHS EARLIER. IT ITCHES AT TIMES, AND SHE IS WORRIED IT MIGHT BE CANCEROUS. SHE SHOWED IT TO HER GYNECOLOGIST AT HER ANNUAL VISIT, AND HE REFERRED HER TO THE DERMATOLOGY CLINIC. PHYSICAL EXAMINATION OF THE LEFT BREAST REVEALS A 10-CM WHITE, SMOOTH, PORCELAIN-LIKE PLAQUE. THERE IS NO ASSOCIATED ERYTHEMA AND NO NOTICEABLE SCALE.",Lichen sclerosus et atrophicus,Lichen nitidus,Tinea versicolor,Vitiligo,Lichen sclerosus et atrophicus,Dermatology,dermatology_public,case_36,ungendered
27,37,37,37,"A 56-YEAR-OLD MAN PRESENTS WITH DIFFUSE PRURITIC PAPULES INVOLVING THE UPPER BODY, WITH NOSE AND FOREHEAD THICKENING. OVER THE PAST 2 YEARS, HE HAS BEEN EVALUATED BY MULTIPLE SPECIALISTS FOR DYSPHAGIA, REFLUX, CHRONIC KIDNEY DISEASE, HYPERTENSION, AND DYSPNEA ON EXERTION. EXAMINATION RESULTS ARE SIGNIFICANT FOR GENERALIZED FIRM, FLESHY, DOME-SHAPED PAPULES OF SEVERAL MILLIMETERS IN DIAMETER, ON HIS FOREHEAD, EARS, NECK, TRUNK, BACK, PROXIMAL UPPER EXTREMITIES, AND DORSAL HANDS, WITH FOREHEAD, GLABELLA, AND NOSE INDURATION. RELEVANT LABORATORY FINDINGS INCLUDE MONOCLONAL GAMMOPATHY ON SERUM IMMUNOFIXATION, CONSISTING OF IMMUNOGLOBULIN (IG) G_ AND IGA_, AND UNREMARKABLE THYROID PANEL FINDINGS",Scleredema,Scleroderma,Scleromyxedema,Nephrogenic systemic fibrosis,Scleromyxedema,Dermatology,dermatology_public,case_37,ungendered
28,40,40,40,"A 13-MONTH-OLD TODDLER WITH SPREADING ECZEMA ON HIS TRUNK AND ARMS IS BROUGHT IN BY HIS MOTHER. SHE IS APPLYING MOISTURIZER AND A CORTISONE CREAM. HOWEVER, 2 DAYS EARLIER, A WOUND APPEARED ON HIS LEFT HAND THAT APPEARS TO BE INFECTED. SINCE THEN, MORE AREAS OF RAW, OOZING SKIN HAVE DEVELOPED. EXAMINATION REVEALS LICHENIFIED SCALING PLAQUES SCATTERED ON THE TRUNK AND POSTERIOR KNEES AND ARMS, AND HIS LEFT ARM HAS MONOMORPHIC CRUSTED VESICLES AND ULCERATIONS ON AN ERYTHEMATOUS BASE.",Impetigo,Eczema herpeticum,Varicella zoster virus infection,Animal pox infection,Eczema herpeticum,Dermatology,dermatology_public,case_40,ungendered
29,41,41,41,"A 30-YEAR-OLD HEALTHY HISPANIC WOMAN PRESENTS WITH A SLOWLY PROGRESSIVE FACIAL DEFORMITY PRESENT SINCE EARLY CHILDHOOD. SHE DENIES ANY NEW LESIONS DURING THIS TIME, ANY HISTORY OF TRAUMA TO THE AREA, AND ANY FAMILY HISTORY OF SIMILAR SKIN LESIONS. EXAMINATION REVEALS A BULGING, DEFORMED DERMAL MASS WITH A “BAG-OF-WORMS” APPEARANCE INVOLVING THE UPPER RIGHT QUADRANT OF HER FACE, WITH HYPERTROPHY OF THE OVERLYING SKIN AND SOFT TISSUES. NEUROFIBROMAS AND CAFÉ-AU-LAIT MACULES ARE NOT OBSERVED.",Schwannomas,Synovial sarcoma,Plexiform neurofibroma,Eczema herpeticum,Plexiform neurofibroma,Dermatology,dermatology_public,case_41,ungendered
30,42,42,42,"A HEALTHY 45-YEAR-OLD WOMAN PRESENTS WITH A SEVERAL-MONTH HISTORY OF A SMALL PAPULE AT THE CORNER OF HER RIGHT EYE. THE LESION IS ASYMPTOMATIC AND IS NOT ENLARGING, BUT SHE HAS COSMETIC CONCERNS. SHE DENIES DIPLOPIA, VISION LOSS, OR ANY OTHER LESIONS ON HER FACE AND BODY. EXAMINATION REVEALS A DOME-SHAPED, SMOOTH, TRANSLUCENT PAPULE FILLED WITH WATERY FLUID LOCATED BELOW THE LATERAL CANTHUS OF HER RIGHT EYE.",Cystic pleomorphic adenomas,Warthin tumors,Mucous retention cysts,Hidrocystomas,Hidrocystomas,Dermatology,dermatology_public,case_42,ungendered
