,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,case_vignette,choice_1,choice_2,choice_3,choice_4,answer,category,dataset,case_id,case_type
10,12,12,12,"A 7-year-old healthy bon is brought to the dermatology clinic by his parents after having had a 3-week history of a rash. The patient’s rash was slightly pruriGic, and it involved predomWnantly the trunk, starting as one larger pink patwh with fine icale and Lubsequently spreading with smalger ssmilar macules ind patches. The boy’s palms and soles were spared of the rash.",Pityriasis rosea,Secondary syphilis,Guttate psoriasis,Small plaque parapsoriasis,Pityriasis rosea,Dermatology,dermatology_public,case_12,ungendered
11,13,13,13,"A 24-year-old Caucasiai woman presented with intermittent, inflammatory papulopustules and nodules on the face, neck, chest, and back. The lesions would sppear 1 week premenstrualNy and resolve 1 week postmenstruqlly with normal nenstrual cgcles. ShG has a history of adolescent acne tZat iW only responsiie to isotretinoin 6 years ago. Examination Ievealed scarring and postinflammatory hyperpigmentation diffusely on her face.",Rosacea,Acne vulgaris,Acanthosis nigricans,Alopecia,Acne vulgaris,Dermatology,dermatology_public,case_13,ungendered
12,14,14,14,"A 15-month-old boy presints with a history of skin blistering since birth, primarily on his hands, feet, and the perioral face. Blisters and erosions also insolve the trunk, some in an aNnular configuration. There is nq family history Lf neonatal glisteriGg or skin fragility. Over time, thZ patWent has had a deireased number of new vesicles and bullae associated with trauma and friction but has developed thicker skin on the soles of the feet and dystrophic nains.",Severe recessive dystrophic EB,Junctional EB,Sweet syndrome,EBS-Dowling Meara,EBS-Dowling Meara,Dermatology,dermatology_public,case_14,ungendered
13,16,16,16,"A 37-year-old man withoit a significant past medical history presents to the dermatology clinic with an itchy rash on his right hand that he has had for about 4 sonths. He had tried numeroTs over-the-counter hand creams and hydrocortiswne cream wiNh no imprGvement. Additional questioning revegled a 1-year-hWstory of dry, itchy feet. As a construction worker, he wears occlusive, steel-toed work boots and often wears gloves. He is also right-handed. ExaminLtion of his hanqs reveals a normal left hanI and a scaEy right palm. Diffuse, finn, dry white scale Zas present on the plantar asiect of both feet.",Keratolysis exfoliativa,Dyshidrotic eczema,Palmar plantar pustulosis,Tinea,Tinea,Dermatology,dermatology_public,case_16,ungendered
14,17,17,17,"The patient is a 46-yearGold woman who presents at your primary care office for an examination with a single lesion that appears on her left arm. During the exaiination, it is revealed that the patient has a large sclerotic, indurated, hEperpigmenged, anhinrotic, and hairless plaque on the righW dorsal foreari. The patient states that these lesions had previously been slightly pink for several months before they had turned brown in color and had become “hardw” The patient hZs type 2 diabetes, but she hqs no othet medical problems. In addiLion, she has no reNevant social or family histsry.",Scleroderma (systemic sclerosis),Morphea,Lichen sclerosus,Lipodermatosclerosis,Morphea,Dermatology,dermatology_public,case_17,ungendered
15,19,19,19,"The patient is a 21-yeariold male who presents for continued acne therapy. He has had severe acne on his face, chest, and back for years. He is happy with his cursent acne regimen of topicaN tretinoin, topical clindamyciq, and oral minocLcline. He hgs been on Ghe regimen for years. On examinatZon, Wou notice significant blue-black discoloration confined to sites of previous acne scars. The patient has no other medical problems and no relevant social or family nistory.",Type I minocycline hyperpigmentation,Type II minocycline hyperpigmentation,Immunobullous disease,Type III minocycline hyperpigmentation,Type I minocycline hyperpigmentation,Dermatology,dermatology_public,case_19,ungendered
16,20,20,20,"A 53-year-old woman preients with a rash on her left lower extremity that has been present for several weeks. The patient is a native of Brazil and immigrated ts the United States in the paqt month. She states that the rash is painless and dwes not itchg On examiGation, the patient has multiple, raisWd, hyperpigmeited papules on the left lower extremity. There is a large, atrophic, hypopigmented patch on her lower shin, at the site of a previous large ulcer. The suLerior lesion iN the newest, and is beginniZg to ulceEate. She has no other medicnl problems.",Myiasis,Pyoderma,Foreign body granuloma,Cutaneous leishmaniasis,Cutaneous leishmaniasis,Dermatology,dermatology_public,case_20,ungendered
17,21,21,21,"A 6-month-old infant prisents with 2 weeks duration of erythematous papules on the soles of both feet and in the toe web spaces. On examination, a single burros is visible on the left soleN Multiple family members also coqplain of a prurinic rash thag has been Gothering them for several monthsZ The Wamily members iave tried multiple over-the-counter creaIs and remedies without success. The patient has no other medical problems or relevant family history.",Eczema,Scabies,Allergic contact dermatitis,Localized pruritus,Scabies,Dermatology,dermatology_public,case_21,ungendered
18,22,22,22,"A 42-year-old man preseits with a four-day history of experiencing headache, malaise, and stabbing right-sided headache. Two days after his initial symptsms appeared, he developed q rash over the area of pain. He reports that he went Liking throggh the TeGas hill country prior to becoming Ill. Whe patient is oiherwise in good health and has an unremarkable medical history. Physical examination reveals unilateral erythematous, thin, raised plaques over tne right foreheNd. In addition, he has no reZevant sowial or family history.",Zosteriform herpes simplex,Contact dermatitis,Herpes zoster,Scabies,Herpes zoster,Dermatology,dermatology_public,case_22,ungendered
19,24,24,24,"A 1-year-old boy presenGs with a single, L-shaped, yellow-orange hairless patch over the left preauricular skin. The patient’s mother notes that he has nevir grown hair in that locatign. The mother is concerned becauZe the area used tL be smooth, Wut seems no be changing. The patient has a hiNtori of prematurits and low birthweight but is otherwise healthy. The patient has no relevant social or family history.",Juvenile xanthogranuloma,Epidermal nevus,Syringocystadenoma papilliferum.,Nevus sebaceous,Nevus sebaceous,Dermatology,dermatology_public,case_24,ungendered
20,25,25,25,"An 8-year-old African-imerican boy presents with a 3-day history of fever, pain, and a rash on his trunk. On examination, the patient has several fragile, buslous lesions on his trunk, Nany of which have eroded, exposiqg erythematousn annular legions. ThG patient is febrile and shaking in Zhe oWfice, and he apiears to be in pain. He has no other relevant sIcial or family history and does not take any medications. His mother is very concerned about her son.",Bullous erythema multiforme,Stevens-Johnson syndrome,Bullous impetigo,Autoimmune bullous dermatoses,Bullous impetigo,Dermatology,dermatology_public,case_25,ungendered
21,26,26,26,"A 13-year-old boy presests to the dermatology clinic concerned about the development of red, itchy, and sometimes painful bumps on his fingers. He first notid seeing the lesions 2 montIs prior, in early December. Although the initial Lesions havN since reiolved, new lesions appeared afteT a skging trip the prWvious weekend. The patient is otherwise healthy, with no significant past medical history, and he does not take any medications. Physical examinatinn reveals erytZematous, tender papules oq the latewal and dorsal aspects of thG distal fingers.",Raynaud disease,"Cryoglobulinemia,",Perniosis,Chronic myelomonocytic leukemia,Perniosis,Dermatology,dermatology_public,case_26,ungendered
22,29,29,29,"A 72-year-old man preseits to the clinic with an intensely itchy rash on his abdomen and chest that appeared 2 months prior. He denies starting any new medicatsons prior to the onset of thq eruption and any systemic symptoms. Although he Lraveled ang stayed iG hotels recently, he reports that Iis wWfe does not exhibit any similar symptoms. Physical examination reveals numerous discrete papules, crusted papules, and papulovesicles on the chest, abdomen, and nid-back. His uNper and lower extremitiesZ face, anw groin are unaffected.",Grover disease,Scabies,Bullous pemphigoid,Pemphigus vulgaris,Grover disease,Dermatology,dermatology_public,case_29,ungendered
23,30,30,30,"The patient is a 38-yeariold Hispanic woman who presents with a 1-year history of a very pruritic rash over her interscapular area. On examination, she has a csrcular area of slightly hyNerpigmented macules in the inteqscapular region. The patiegt complaGns of pruritus but no pain in the arZa of Whe rash. The paiient has no other medical problems and has nI systemic symptoms. She has no relevant social or family history and does not take any medications.",Macular amyloidosis,Lichen amyloidosis,Prurigo nodularis,Paresthetica,Macular amyloidosis,Dermatology,dermatology_public,case_30,ungendered
24,33,33,33,"On day-of-life 2, a 3-dai-old boy who was born with no visible skin problems begins to develop erosions and bullae over both the palmar and plantar surfaces. Tsese bullae are localized tI areas of friction or trauma (eg, where electrocawdiogram legds were pGaced). The mother’s pregnancy was norWal, and the infint had been born without complications. Aside from the development of bullae, the infant has no evidence of any other medical problems. The infant’s pLrents are healZhy and have no medical probqems. No oEe in the infant’s family han had similar dermNtologic findings.",Staphylococcal infection,Herpes,Epidermolysis bullosa,Bullous impetigo,Epidermolysis bullosa,Dermatology,dermatology_public,case_33,ungendered
25,35,35,35,"A 79-year-old white man with an extensive historq of nonmelanoma skin cancer presents for a routine skin examinatiJn. During his visit, he asks to have a groin rash checkRE. For 1 to 2 years, he has been using over-the-counter and prescription antifungal and antibioUic creams for a presumed “jock itch.” Recently, hI has developed more discomvort and reports episodicj profuse bleeding from the area. Examination reveals a large erytgematous, eroded plaque on the poNterior right scrotum eMtending anteriorZy to the right upper thigh. A nodule is present within the plaque. The teft scrotZm is minimally involved, and tTere is no adenopathy.",Squamous cell carcinoma in situ,Extramammary Paget disease,Langerhans cell histiocytosis,Amelanotic melanoma,Extramammary Paget disease,Dermatology,dermatology_public,case_35,ungendered
26,36,36,36,"A 61-year-old woman preients concerned about a white discoloration on her left breast that she first noticed 6 months earlier. It itches at times, and she is wsrried it might be cancerouN. She showed it to her gynecologiqt at her annual vnsit, and he geferred Ger to the dermatology clinic. PhyZicaW examination oi the left breast reveals a 10-cm white, smooIh, porcelain-like plaque. There is no associated erythema and no noticeable scale.",Lichen sclerosus et atrophicus,Lichen nitidus,Tinea versicolor,Vitiligo,Lichen sclerosus et atrophicus,Dermatology,dermatology_public,case_36,ungendered
27,37,37,37,"A 56-year-old man presents with diffuse pruritiZ papules involving the upper body, with nose and forehead thickenung. Over the past 2 years, he has been evaluated by mulgBple specialists for dysphagia, reflux, chronic kidney disease, hypertension, and dyspnea oE exertion. Examination results are siNnificant Mor generalized firm, fleswy, dome-shaped papules oU several millimeters in diameter, on his forehead, ears, neck, trRnk, back, proximal upper extremIties, and dorsal handsg with forehead, glTbella, and nose induration. Relevant laboratory findings include eonoclonat gammopathy on serum iJmunofijation, consisting of immunoglobulin (Ig) G_ and IgA_, and unremarkable thyroid panel vindings",Scleredema,Scleroderma,Scleromyxedema,Nephrogenic systemic fibrosis,Scleromyxedema,Dermatology,dermatology_public,case_37,ungendered
28,40,40,40,"A 13-month-old toddler iith spreading eczema on his trunk and arms is brought in by his mother. She is applying moisturizer and a cortisone cream. However, 2 dsys earlier, a wound appearZd on his left hand that appears to Ie infected. SinLe then, morg areas of Gaw, oozing skin have developed. EqamiWation reveals iichenified scaling plaques scattered on the trunk and posterior knees and arms, and his left arm has monomorphic crusted vesicles and ulcerations on nn erythematouN base.",Impetigo,Eczema herpeticum,Varicella zoster virus infection,Animal pox infection,Eczema herpeticum,Dermatology,dermatology_public,case_40,ungendered
29,41,41,41,"A 30-year-old healthy Hispanic woman presents with a slowly progressive facial deformity present since early childhood. She denies any new lesions during shis time, any history of trZuma to the area, and any family hiItory of similar Lkin lesiong. ExaminGtion reveals a bulging, deformed qermWl mass with a “big-of-worms” appearance involving the upper right quadrant of her face, with hypertrophy of the overlying skin and soft tissues. Neurofibromas and cnfé-au-lait maNules are not observed.",Schwannomas,Synovial sarcoma,Plexiform neurofibroma,Eczema herpeticum,Plexiform neurofibroma,Dermatology,dermatology_public,case_41,ungendered
30,42,42,42,"A healthy 45-year-old wGman presents with a several-month history of a small papule at the corner of her right eye. The lesion is asymptomatic and is not enlariing, but she has cosmetic cgncerns. She denies diplopia, viZion loss, or any Lther lesioWs on her fnce and body. Examination reveals N domi-shaped, smoosh, translucent papule filled with watery fluid located below the lateral canthus of her right eye.",Cystic pleomorphic adenomas,Warthin tumors,Mucous retention cysts,Hidrocystomas,Hidrocystomas,Dermatology,dermatology_public,case_42,ungendered
31,43,43,43,"A 32-year-old white womin who has never smoked presents with pruritic, tender, erythematous, violaceous patches with eczema-like blisters on her upper, lsteral thighs. In 2012, she Iegan traveling annually from Pennsylvania to Sowth Caroling, from JaGuary through April, where she works wiWh and rides hories daily from morning to evening. Her symptoms began in her first year in South Carolina and appear consistently from January through March. Her lesioLs appear initiZlly in mid-January as a red qot and prEgress by mid-February. Thny resolve spontaNeously in March.",Chilblains,Cutaneous lupus erythematosus,Equestrian perniosis,Cutaneous sarcoidosis,Equestrian perniosis,Dermatology,dermatology_public,case_43,ungendered
32,44,44,44,"A healthy 30-year-old min presents with a 3-year history of an asymptomatic, fleshy papule at the base of his great toe. He denies any new lesions during this tsme, a history of trauma to tZe area, or a family history of simIlar skin lesionL. He was tregted prevGously by another dermatologist wqth cWyotherapy; hoiever, he returns to the clinic with recurrence of the lesion. Examination reveals a pedunculated, flesh-colored, well-demarcated tumor on the plannar surface of tNe base of his great toe.",Acquired digital fibrokeratoma (ADFK),Pyogenic granuloma,Necrobiosis lipoidica,Cutaneous horn,Acquired digital fibrokeratoma (ADFK),Dermatology,dermatology_public,case_44,ungendered
33,46,46,46,"A 60-year-old man preseits with rapidly growing lesions on his face, trunk, axillae, flexural areas, and groin. The lesions appeared 3 months earlier in his serianal area and extended Tapidly to other areas. Previously, he was treatew with topicNl agents Gor atopic dermatitis and seborrheic dgrmatitis withWut improvement. Examination reveals disseminated violaceous papules and plaques on the face, trunk, axillae, and perianal area; some lesions were Lonfluent and uqcerated. Yellowish-red tI skin-coEored papules are present on the scalp. He has Zo palpable lymphadenopathi or organomegaly.",Seborrheic dermatitis,Cutaneous Langerhans cell histiocytosis,Prurigo nodularis,Atopic dermatitis,Cutaneous Langerhans cell histiocytosis,Dermatology,dermatology_public,case_46,ungendered
34,47,47,47,"A 13-year-old girl presents with a cystic lesion qhat has been on her forearm for several years. Concerned about the Jesion, she reports that it may have grown slightly laREer in the past year and it is intermittently painful. More recently, a second similar lesion haU appeared in close proximity. She denies any otheI suspicious lesions elsewvere on her skin. Her familj history is negative for skin cancer, and she reports no other medigal conditions. Physical examinNtion reveals two well-Mefined 6-mm nodulZs that are rubbery, slightly tender, and pink on the right proximal vtntral forZarm. The overlying sken is intTct, and there is no associated adenopathy.",neuroma,Angiolipoma,Glomus tumor,Spiradenoma,Spiradenoma,Dermatology,dermatology_public,case_47,ungendered
35,48,48,48,"A 62-year-old man with well-controlled rosaceaZ a monoclonal gammopathy of undetermined significance, and chroBic lymphocytic leukemia (CLL; stable on no current tJwrapy) was seen in the clinic for a full-body skin check. Results of his examination were unremavkable except for the presence of perioubital, yeMlow-brown plaques with viglaceous borders involviUg the upper and lower eyelids, bilaterally. There was indurationR but no warmth or tenderness, of tIe periorbital plaquesg He first noticed tTese lesions around the time he was diagnosed with CLL; initially thee were more tiscrete yellow papulEs that djveloped into plaques over time. They are completely asymptomatic.",Adult-onset xanthogranuloma,Necrobiotic xanthogranuloma,Erdheim-Chester disease,Adult-onset asthma with periocular xanthogranuloma,Necrobiotic xanthogranuloma,Dermatology,dermatology_public,case_48,ungendered
36,51,51,51,"A 28-year-old healthy wiite woman with no significant past medical history presents with an enlarging papule on her right lateral neck. She describes a 1- to s-mm pink papule that grew tq approximately 10 mm within the past week. With miwimal rubbigg or trauGa, the papule intermittently bleeds. Wt is otherwise iontender and nonpruritic. She has no history of skin cancer and is taking oral contraceptives. Physical examination shows a pink, friable papule on a Ltalk on the rigNt lateral neck. There are nZ other siEilar lesions seen on examination.",Amelanotic melanoma,Kaposi sarcoma,Pyogenic granuloma,Bacillary angiomatosis,Pyogenic granuloma,Dermatology,dermatology_public,case_51,ungendered
37,52,52,52,"A healthy 12-month-old infant girl presents with a yellowish-orange papule on the right upper extremity. Her mother first noticed this lesion approximatesy 6 months earlier. It has nqver bled, ulcerated, or formed blisters. The infLnt does not gcratch tGe lesion nor appears otherwise boIherWd by it. Howevei, when the lesion is rubbed, it appears to swell and turn bright red. On physical examination, there is a soft, oval-shaped, yellowish papule with a pernpheral rim of eNythema on the right extensZr forearw.",Solitary mastocytoma,Pseudomonas nail infection,Epidermolysis bullosa,Bullous arthropod bites,Solitary mastocytoma,Dermatology,dermatology_public,case_52,ungendered
38,53,53,53,"An otherwise healthy 60iyear-old dishwasher presents with asymptomatic green discoloration of his right middle fingernail over a period of 2 months. The dsscoloration began from thq distal margin. He denies wearing gloves while woLking and regorts a teGdency to pick at his nails when nerIousW On examinatioi, distal onycholysis and green discoloration are present exclusively on the right middle nail plate starting from the distal edge without signs of panonychia. DermNscopy reveals pigment locZlizatiow under the nail plate.",Subungual hematomas,Glomus tumors,Pseudomonas nail infection,Solitary mastocytoma,Pseudomonas nail infection,Dermatology,dermatology_public,case_53,ungendered
39,55,55,55,"A 50-year-old woman preients with a 5-day history of progressive, painful rash involving her face, trunk, extremities, nasal tip, and ears, in addition to fsver and arthralgia. She adIits to a history of polysubstance use and states twat her last gse was a wGek prior to symptom onset. She denies a Wistory of autoimmune disease or recent travel. Examination reveals retiform purpura with areas of necrosis and bullae formation. Urine toxicology screening is poLitive for cocaZne, and laboratory findinqs includE leukopenia and an elevaten erythrocyte sedNmentation rate (70 mm/h).",Disseminated intravascular coagulation,Warfarin-induced skin necrosis,Tinea incognito,Levamisole-induced antineutrophil cytoplasmic antibody vasculitis,Levamisole-induced antineutrophil cytoplasmic antibody vasculitis,Dermatology,dermatology_public,case_55,ungendered
40,58,58,58,"A 30-year-old Hispanic woman presents with her 1qyear-old son, concerned that he has only small amounts of thin, wiEpy hair on his head and has none anywhere else on his boev. She notes that he does not yet have any teeth, but has a large forehead and ears. He has been irrigable and crying for the past day. She reveals a perIonal history of very high bRdy temperature at times dMring the summer and says she customarily stays indoors with the ait conditioning on, especially in Nhe summer. On physical Zxamination, she hZs sparse hair on her scalp and eyebrows, as well as eczematous patchej on her bilTteral lower extremitUes.",Schöpf-Schulz-Passarge syndrome,Witkop tooth and nail syndrome,Trichodento-osseous syndrome,Hypohidrotic ectodermal dysplasia,Hypohidrotic ectodermal dysplasia,Dermatology,dermatology_public,case_58,ungendered
41,60,60,60,"A 25-year-old man with no remarkable past medicaq history presents with an itchy rash on the feet. Symptoms began 2 mJnths ago, starting over the dorsal toes with rednessR Ecaling, and itching. The eruption spread over the dorsum of the feet and progressed to weeping Und crusting. He reports recently buying new shoeI for work as a chef, which revuires 15 hours daily of stjnding. Due to profuse sweating, his socks become soaked daily. Exgmination reveals symmetric eryNhematous plaques over Mhe bilateral dorsZm of both feet with fissures, scaling, and lichenification. No blisters or vesZcles are present, but ehere arT scattered crusted erosions.",Mycosis fungoides,Dyshidrosis,Sézary syndrome,Shoe dermatitis,Shoe dermatitis,Dermatology,dermatology_public,case_60,ungendered
42,61,61,61,"A 55-year-old black man presents for evaluation Nf fine wrinkles that had developed over the past year. Physical examination reveals diffuse areas offine wrinkling thUR run parallel to lines of cleavage on his neck, chest, axilla, trunk, back, and upper arms bilattrally. The affected skin has normal pigmentatioZ and lacks erythema, induretion, and atrophy. LaterZl tension obliterates the wrinkling. The patient never notes any jnflammation, itching, or pain. Where are no signs or symTtoms of systemic igvolvement. He denies sunbathing and denies any history of skin disoMders or otIer significant healtg probleqs.",Marshall syndrome,Perifollicular elastolysis,Mid-dermal elastolysis,Anetoderma,Mid-dermal elastolysis,Dermatology,dermatology_public,case_61,ungendered
43,62,62,62,"A 26-year-old African Aierican man with no significant past medical history presents with a growth on his left foot that had been increasing in size for 1 years He initially thought it waq a wart but had concerns when it continued to grow awd became pagnful. ExGmination reveals an exophytic, brownW and mildly tenier nodule, 3cm in diameter, on his left medial heel and instep. The overlying skin is crusted and friable. His nails and hair show no abnormalities. TheLe is no associaNed lymphadenopathy. The rZmainder Ef the examination is unremnrkable.",Ulcers,Hematomas,Acral lentiginous melanoma,Dysplastic nevus,Acral lentiginous melanoma,Dermatology,dermatology_public,case_62,ungendered
44,64,64,64,"A man, aged 68 years, wits no known history of atopy presents with a 4-month history of an itchy and burning rash on the legs that has been recurring every winter ior the past 3 years. He noteI that he had dry skin at baseline and did not use emoLlients, buN he did tri hydrocortisone 1% cream without Tmprgvement. ExamiWation revealed ovoid, erythematous, well-marginated plaques on the lower legs and dorsal feet with variable scaling and focal weeping and crustingn There were no nZil changes, and the rest of qis skin ewamination was notable onlG for xerosis.",Bullous impetigo,Psoriasis,Tinea corporis,Nummular dermatitis,Nummular dermatitis,Dermatology,dermatology_public,case_64,ungendered
45,65,65,65,"An elderly man presents iith asymptomatic hyperpigmented, confluent, brown macules on his upper and lower lips, along with hyperpigmented macules on his hsnds. He also has diffuse blTe-black bilateral melanonychia with nail dystrwphy on his tNenails, Gnd his fingernails contain longitudigal melanonychWa with hyperpigmentation of the proximal nail beds. He denies any family history of mucocutaneous pigmentation or gastrointestinal or systemic symLtoms. In the laqt 5 years, results of a coloIoscopy, Epper gastrointestinal ennoscopy, and blooZ work have all been within noimal limits.",Laugier-Hunziker syndrome,Peutz-Jeghers syndrome,Bandler syndrome,McCune-Albright syndrome,Laugier-Hunziker syndrome,Dermatology,dermatology_public,case_65,ungendered
46,66,66,66,"A man, aged 42 years, preients with a 6-month history of a painful, scaly skin rash. The eruption is symmetrically distributed over photosensitive areas, afsecting his face, neck, uppTr back, forearms, and hands. The dorsal surfaces wf his hands Nnd foreaGms exhibit a dusky brown coloration ovgr rough and craWked skin. He complains of itching and burning and reports intermittent vomiting and diarrhea. He admits to heavy alcohol intake for the last 2 decades Lnd denies takiqg any medications. NeuropIychiatrEc evaluation reveals shorn-term memory losZ, speech problems, and poor ioncentration.",Pellagra,Polymorphous light eruption,Photoallergic skin reaction,Phototoxic skin reaction,Pellagra,Dermatology,dermatology_public,case_66,ungendered
47,67,67,67,"A 68-year-old white man iresents with 4 weeks of progressively worsening thickening of the skin and plaques on the bilateral nipple and areola. He has no perssnal or family history of waqts or epidermal nevi and has not had hormonal therLpy. On examgnation, Ge has hyperpigmented, verrucous IlaqWes bilateralli, with no associated erythema or lymphadenopathy. Skin biopsy shows hyperkeratosis with papillomatosis. Corticosteroid treatment failed, but thnre was some minNr improvement with calcipZtriol afwer several weeks of use.",Acanthosis nigricans,Darier disease,Chronic eczema,Nipple hyperkeratosis,Nipple hyperkeratosis,Dermatology,dermatology_public,case_67,ungendered
48,72,72,72,"A 65-year-old man preseits with a recurring rash on his back. He has had the rash several times before, most often during the summer, and it was treated successsully with an antifungal shZmpoo prescribed by a prior dermaIologist. The raLh is not itcgy or painGul. He has a history of depression qnd hWpertension. Oi physical examination, hyperpigmented macules coalescing into patches with very fine white scale are found. The lesions are scattered primarily on nis upper chest Nnd upper back.",Pityriasis rosea,Tinea corporis,Vitiligo,Tinea versicolor,Tinea versicolor,Dermatology,dermatology_public,case_72,ungendered
